Feature,Mean_IC,IC_Std,IC_IR
f2,0.0028350884506242987,0.092658603603448,0.030597138683270776
f348,-0.0026027744202305695,0.08650624393635842,-0.03008770235439161
f383,0.0013813768379563687,0.04649653278358216,0.029709237617643484
f154,0.0020848246562513518,0.0763524987824972,0.027305254136315564
f149,-0.0013679662778018228,0.05039856938761013,-0.02714295312335967
f153,-0.0019654787434035636,0.0737906867680125,-0.026635861016230146
f356,-0.0021108344659003585,0.07943877389514976,-0.026571837613808665
f41,-0.0012957133734228653,0.05062370608836875,-0.02559498736049065
f377,0.0013812010988133588,0.055553465171403964,0.02486255080446037
f81,0.0012716538475260454,0.05128495974867095,0.024795838893109618
f133,-0.0012576538681589543,0.05110411316784907,-0.02460963597845618
f84,0.0011948412266666593,0.04971357171136796,0.024034502957437
f157,-0.001360453262019053,0.05812950507221405,-0.023403829540448902
f297,0.001228274264888336,0.05998860341948316,0.020475123442166707
f333,-0.0016257640970947064,0.07944572341577803,-0.02046383143807478
f354,0.0014995813966791182,0.07470728916199007,0.020072756122899466
f368,-0.001526711044588999,0.0785912816751279,-0.019425956897361485
f375,0.0008868103417793032,0.049374559222973936,0.01796087248426405
f382,0.0008427460368730314,0.04737323373999496,0.017789494033771246
f92,-0.0008665797147826558,0.04944057852006879,-0.017527698207534404
f159,-0.0013205285955002939,0.0822275752106077,-0.016059435432988253
f65,-0.0014673971946803997,0.09326715131512962,-0.015733267465087537
f158,0.001579028205640969,0.108431618124777,0.014562431948581575
f364,0.001008288940528158,0.0732710715262973,0.01376107625989223
f14,0.0009880039181183137,0.07478921600226092,0.013210511338738094
f131,0.0006979181733877553,0.052835852554749596,0.013209175352527996
f252,-0.0006969049079901017,0.0576978983287662,-0.012078512517630535
f359,-0.000952017304755805,0.08333889144414146,-0.011423444373020708
f98,-0.0005484460227021693,0.048843941619683126,-0.011228535049182151
f196,-0.0008922710875376592,0.07992513828220815,-0.011163833996117646
f168,-0.0009041970592974251,0.08427015084065376,-0.010729741705455733
f232,-0.0005514513500828597,0.06304235860416778,-0.008747313311549702
f198,0.0005082757346527321,0.061576107060113364,0.008254429784140668
f339,-0.00060611114879895,0.07588643833827559,-0.007987080197733275
f294,-0.00047323306513165933,0.06287696893098353,-0.00752633274017666
f104,-0.0003593277667425979,0.048190861880861184,-0.007456345003073155
f183,0.00045561969554452875,0.06315920751333325,0.007213827426667296
f67,0.00039380215088004924,0.056361737817986035,0.006987046465482037
f75,0.0002961450350590046,0.05652948406877855,0.005238770308092436
f234,0.00030260955977396,0.07064302629066538,0.004283643168009558
f249,-0.00020014489440931714,0.05460034590506458,-0.0036656335126700563
f49,0.00020515289275973344,0.06709394502550486,0.003057695625213141
f242,0.00018521487683874097,0.061985265345026366,0.002988046367589499
f4,0.00024962958718616386,0.09990743731691915,0.002498608400976426
f9,6.12511415136469e-05,0.07251518489680227,0.0008446663020186949
f226,3.460868525480665e-05,0.06302064252609377,0.0005491641845580208
f340,3.826286240995154e-05,0.07316559385126974,0.0005229624358425564
f302,-7.888287814331817e-06,0.057375284391611055,-0.00013748579241251228
